source,target_rel,case_id,case_name,citation,year,changed
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/United States v. Alvarez, Unknown citation (2012).md","2012/United States v. Alvarez, Unknown citation (2012).md",us.scotus.2012.united_states.11210,United States v. Alvarez,Unknown citation,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/United States v. Bormes, 200 U.S. 321 (2012).md","2012/United States v. Bormes, 200 U.S. 321 (2012).md",us.scotus.2012.united_states.200us321,United States v. Bormes,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/United States v. Home Concrete & Supply, Llc, et al, 566 U.S. ____ (2012) [us.scotus.2012.united_states.11139].md","2012/United States v. Home Concrete & Supply, Llc, et al, 566 U.S. ____ (2012).md",us.scotus.2012.united_states.11139,"United States v. Home Concrete & Supply, Llc, et al",566 U.S. ____,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/United States v. Jones, 565 U.S. ____ (2012).md","2012/United States v. Jones, 565 U.S. ____ (2012).md",us.scotus.2012.united_states.101259,United States v. Jones,565 U.S. ____,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Vartelas v. Holder, Attorney General, 200 U.S. 321 (2012).md","2012/Vartelas v. Holder, Attorney General, 200 U.S. 321 (2012).md",us.scotus.2012.vartelas.200us321,"Vartelas v. Holder, Attorney General",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/William Smoak Fairey, Jr., Aka Doak Fairey v. Kenneth S. Tucker, Secretary, Florida Department of Corrections, et al, 537 U.S. 322 (2012) [us.scotus.2012.william_smoak_fairey_jr_aka_doak.537us322].md","2012/William Smoak Fairey, Jr., Aka Doak Fairey v. Kenneth S. Tucker, Secretary, Florida Department of Corrections, et al, 537 U.S. 322 (2012).md",us.scotus.2012.william_smoak_fairey_jr_aka_doak.537us322,"William Smoak Fairey, Jr., Aka Doak Fairey v. Kenneth S. Tucker, Secretary, Florida Department of Corrections, et al",537 U.S. 322,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Williams v. Illinois, 200 U.S. 321 (2012).md","2012/Williams v. Illinois, 200 U.S. 321 (2012).md",us.scotus.2012.williams.200us321,Williams v. Illinois,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Wood v. Milyard, Warden, et al, 200 U.S. 321 (2012) [us.scotus.2012.wood.200us321].md","2012/Wood v. Milyard, Warden, et al, 200 U.S. 321 (2012).md",us.scotus.2012.wood.200us321,"Wood v. Milyard, Warden, et al",200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Zivotofsky et Ux. v. Clinton, Secretary of State, 200 U.S. 321 (2012).md","2012/Zivotofsky et Ux. v. Clinton, Secretary of State, 200 U.S. 321 (2012).md",us.scotus.2012.zivotofsky_et_ux.200us321,"Zivotofsky et Ux. v. Clinton, Secretary of State",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/et al. v. Novo Nordisk As et al, 200 U.S. 321 (2012) [us.scotus.2012.et_al.200us321].md","2012/et al. v. Novo Nordisk As et al, 200 U.S. 321 (2012).md",us.scotus.2012.et_al.200us321,et al. v. Novo Nordisk A/s et al,200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/et al. v. Steve Bullock, Attorney General of Montana, et al, 567 U.S. ____ (2012) [us.scotus.2012.et_al.111179].md","2012/et al. v. Steve Bullock, Attorney General of Montana, et al, 567 U.S. ____ (2012).md",us.scotus.2012.et_al.111179,"et al. v. Steve Bullock, Attorney General of Montana, et al",567 U.S. ____,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Adoptive Couple v. Baby Girl, a Minor Child Under the Age of Fourteen Years, et al, 200 U.S. 321 (2013) [us.scotus.2013.adoptive_couple.200us321].md","2013/Adoptive Couple v. Baby Girl, a Minor Child Under the Age of Fourteen Years, et al, 200 U.S. 321 (2013).md",us.scotus.2013.adoptive_couple.200us321,"Adoptive Couple v. Baby Girl, a Minor Child Under the Age of Fourteen Years, et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Alleyne v. United States, 200 U.S. 321 (2013).md","2013/Alleyne v. United States, 200 U.S. 321 (2013).md",us.scotus.2013.alleyne.200us321,Alleyne v. United States,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Already, Llc, Dba Yums v. Nike, Inc, 200 U.S. 321 (2013).md","2013/Already, Llc, Dba Yums v. Nike, Inc, 200 U.S. 321 (2013).md",us.scotus.2013.already_llc_dba_yums.200us321,"Already, Llc, Dba Yums v. Nike, Inc",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/American Express Co. et al. v. Italian Colors Restaurant et al, 200 U.S. 321 (2013) [us.scotus.2013.american_express_co_et_al.200us321].md","2013/American Express Co. et al. v. Italian Colors Restaurant et al, 200 U.S. 321 (2013).md",us.scotus.2013.american_express_co_et_al.200us321,American Express Co. et al. v. Italian Colors Restaurant et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/American Trucking Associations, Inc. v. City of Los Angeles, California, et al, 200 U.S. 321 (2013) [us.scotus.2013.american_trucking_associations_i.200us321].md","2013/American Trucking Associations, Inc. v. City of Los Angeles, California, et al, 200 U.S. 321 (2013).md",us.scotus.2013.american_trucking_associations_i.200us321,"American Trucking Associations, Inc. v. City of Los Angeles, California, et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Amgen Inc. et al. v. Connecticut Retirement Plans and Trust Funds, 200 U.S. 321 (2013).md","2013/Amgen Inc. et al. v. Connecticut Retirement Plans and Trust Funds, 200 U.S. 321 (2013).md",us.scotus.2013.amgen_inc_et_al.200us321,Amgen Inc. et al. v. Connecticut Retirement Plans and Trust Funds,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Arizona et al. v. Inter Tribal Council of Arizona, Inc., et al, 200 U.S. 321 (2013) [us.scotus.2013.arizona_et_al.200us321].md","2013/Arizona et al. v. Inter Tribal Council of Arizona, Inc., et al, 200 U.S. 321 (2013).md",us.scotus.2013.arizona_et_al.200us321,"Arizona et al. v. Inter Tribal Council of Arizona, Inc., et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Association for Molecular Pathology v. Myriad Genetics, Inc, 200 U.S. 321 (2013).md","2013/Association for Molecular Pathology v. Myriad Genetics, Inc, 200 U.S. 321 (2013).md",us.scotus.2013.12_398.200us321,"Association for Molecular Pathology v. Myriad Genetics, Inc",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Atlantic Marine Construction Co., Inc. v. United States District Court for the Western District of Texas et al, 200 U.S. 321 (2013) [us.scotus.2013.atlantic_marine_construction_co_.200us321].md","2013/Atlantic Marine Construction Co., Inc. v. United States District Court for the Western District of Texas et al, 200 U.S. 321 (2013).md",us.scotus.2013.atlantic_marine_construction_co_.200us321,"Atlantic Marine Construction Co., Inc. v. United States District Court for the Western District of Texas et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Bailey v. United States, 200 U.S. 321 (2013).md","2013/Bailey v. United States, 200 U.S. 321 (2013).md",us.scotus.2013.bailey.200us321,Bailey v. United States,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Body v. Pelkey, 200 U.S. 321 (2013).md","2013/Body v. Pelkey, 200 U.S. 321 (2013).md",us.scotus.2013.body.200us321,Body v. Pelkey,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Bongani Charles Calhoun v. United States, 556 U.S. 129 (2013).md","2013/Bongani Charles Calhoun v. United States, 556 U.S. 129 (2013).md",us.scotus.2013.bongani_charles_calhoun.556us129,Bongani Charles Calhoun v. United States,556 U.S. 129,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Bowman v. Monsanto Co. et al, 200 U.S. 321 (2013) [us.scotus.2013.bowman.200us321].md","2013/Bowman v. Monsanto Co. et al, 200 U.S. 321 (2013).md",us.scotus.2013.bowman.200us321,Bowman v. Monsanto Co. et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Bullock v. Bankchampaign, N. a, 200 U.S. 321 (2013).md","2013/Bullock v. Bankchampaign, N. a, 200 U.S. 321 (2013).md",us.scotus.2013.bullock.200us321,"Bullock v. Bankchampaign, N. a",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Burt, Warden v. Titlow, 200 U.S. 321 (2013).md","2013/Burt, Warden v. Titlow, 200 U.S. 321 (2013).md",us.scotus.2013.burt_warden.200us321,"Burt, Warden v. Titlow",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Center v. Nassar, 200 U.S. 321 (2013).md","2013/Center v. Nassar, 200 U.S. 321 (2013).md",us.scotus.2013.center.200us321,Center v. Nassar,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Chafin v. Chafin, 200 U.S. 321 (2013).md","2013/Chafin v. Chafin, 200 U.S. 321 (2013).md",us.scotus.2013.chafin.200us321,Chafin v. Chafin,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Chaidez v. United States, 200 U.S. 321 (2013).md","2013/Chaidez v. United States, 200 U.S. 321 (2013).md",us.scotus.2013.chaidez.200us321,Chaidez v. United States,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/City of Arlington, Texas, et al. v. Federal Communications Commission et al, 200 U.S. 321 (2013) [us.scotus.2013.city_of_arlington_texas_et_al.200us321].md","2013/City of Arlington, Texas, et al. v. Federal Communications Commission et al, 200 U.S. 321 (2013).md",us.scotus.2013.city_of_arlington_texas_et_al.200us321,"City of Arlington, Texas, et al. v. Federal Communications Commission et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Comcast Corp. et al. v. Behrend et al, 200 U.S. 321 (2013) [us.scotus.2013.comcast_corp_et_al.200us321].md","2013/Comcast Corp. et al. v. Behrend et al, 200 U.S. 321 (2013).md",us.scotus.2013.comcast_corp_et_al.200us321,Comcast Corp. et al. v. Behrend et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Correctional Facility v. Rudolf Young, 388 U.S. 218 (2013).md","2013/Correctional Facility v. Rudolf Young, 388 U.S. 218 (2013).md",us.scotus.2013.correctional_facility.388us218,Correctional Facility v. Rudolf Young,388 U.S. 218,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Corrections v. Valencia Gonzales, 200 U.S. 321 (2013).md","2013/Corrections v. Valencia Gonzales, 200 U.S. 321 (2013).md",us.scotus.2013.corrections.200us321,Corrections v. Valencia Gonzales,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Descamps v. United States, 200 U.S. 321 (2013).md","2013/Descamps v. United States, 200 U.S. 321 (2013).md",us.scotus.2013.descamps.200us321,Descamps v. United States,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Elrick J. Gallow v. Lynn Cooper, Warden, 566 U.S. 1 (2013).md","2013/Elrick J. Gallow v. Lynn Cooper, Warden, 566 U.S. 1 (2013).md",us.scotus.2013.elrick_j_gallow_petitioner.566us1,"Elrick J. Gallow v. Lynn Cooper, Warden",566 U.S. 1,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Employee Benefits Plan v. Mccutchen et al, 200 U.S. 321 (2013) [us.scotus.2013.employee_benefits_plan.200us321].md","2013/Employee Benefits Plan v. Mccutchen et al, 200 U.S. 321 (2013).md",us.scotus.2013.employee_benefits_plan.200us321,Employee Benefits Plan v. Mccutchen et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Estate of Eric K. Lanus v. United States, 340 U.S. 135 (2013).md","2013/Estate of Eric K. Lanus v. United States, 340 U.S. 135 (2013).md",us.scotus.2013.estate_of_eric_k_lanus.340us135,Estate of Eric K. Lanus v. United States,340 U.S. 135,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Evans v. Michigan, 200 U.S. 321 (2013).md","2013/Evans v. Michigan, 200 U.S. 321 (2013).md",us.scotus.2013.evans.200us321,Evans v. Michigan,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Federal Trade Commission v. Phoebe Putney Health System, Inc., et al, 200 U.S. 321 (2013) [us.scotus.2013.federal_trade_commission.200us321].md","2013/Federal Trade Commission v. Phoebe Putney Health System, Inc., et al, 200 U.S. 321 (2013).md",us.scotus.2013.federal_trade_commission.200us321,"Federal Trade Commission v. Phoebe Putney Health System, Inc., et al",200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Fisher v. University of Texas At Austin et al, 200 U.S. 321 (2013) [us.scotus.2013.fisher.200us321].md","2013/Fisher v. University of Texas At Austin et al, 200 U.S. 321 (2013).md",us.scotus.2013.fisher.200us321,Fisher v. University of Texas At Austin et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Florida v. Harris, Unknown citation (2013).md","2013/Florida v. Harris, Unknown citation (2013).md",us.scotus.2013.florida.11817,Florida v. Harris,Unknown citation,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Florida v. Jardines, 200 U.S. 321 (2013).md","2013/Florida v. Jardines, 200 U.S. 321 (2013).md",us.scotus.2013.florida.200us321,Florida v. Jardines,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Ford Motor Company v. United States, 553 U.S. 474 (2013).md","2013/Ford Motor Company v. United States, 553 U.S. 474 (2013).md",us.scotus.2013.ford_motor_company.553us474,Ford Motor Company v. United States,553 U.S. 474,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Gabelli et al. v. Securities and Exchange Commission, 200 U.S. 321 (2013).md","2013/Gabelli et al. v. Securities and Exchange Commission, 200 U.S. 321 (2013).md",us.scotus.2013.gabelli_et_al.200us321,Gabelli et al. v. Securities and Exchange Commission,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Genesis Healthcare Corp. et al. v. Symczyk, 200 U.S. 321 (2013).md","2013/Genesis Healthcare Corp. et al. v. Symczyk, 200 U.S. 321 (2013).md",us.scotus.2013.genesis_healthcare_corp_et_al.200us321,Genesis Healthcare Corp. et al. v. Symczyk,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Gunn et al. v. Minton, 200 U.S. 321 (2013).md","2013/Gunn et al. v. Minton, 200 U.S. 321 (2013).md",us.scotus.2013.gunn_et_al.200us321,Gunn et al. v. Minton,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Heimeshoff v. Hartford Life & Accident Insurance Co. et al, 200 U.S. 321 (2013) [us.scotus.2013.heimeshoff.200us321].md","2013/Heimeshoff v. Hartford Life & Accident Insurance Co. et al, 200 U.S. 321 (2013).md",us.scotus.2013.heimeshoff.200us321,Heimeshoff v. Hartford Life & Accident Insurance Co. et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Henderson v. United States, 200 U.S. 321 (2013).md","2013/Henderson v. United States, 200 U.S. 321 (2013).md",us.scotus.2013.henderson.200us321,Henderson v. United States,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Hillman v. Maretta, 200 U.S. 321 (2013).md","2013/Hillman v. Maretta, 200 U.S. 321 (2013).md",us.scotus.2013.hillman.200us321,Hillman v. Maretta,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Hollingsworth et al. v. Perry et al, 200 U.S. 321 (2013) [us.scotus.2013.hollingsworth_et_al.200us321].md","2013/Hollingsworth et al. v. Perry et al, 200 U.S. 321 (2013).md",us.scotus.2013.hollingsworth_et_al.200us321,Hollingsworth et al. v. Perry et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Horne et al. v. Department of Agriculture, 200 U.S. 321 (2013).md","2013/Horne et al. v. Department of Agriculture, 200 U.S. 321 (2013).md",us.scotus.2013.horne_et_al.200us321,Horne et al. v. Department of Agriculture,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/John Marshall, Warden v. Otis Lee Rodgers, 422 U.S. 806 (2013).md","2013/John Marshall, Warden v. Otis Lee Rodgers, 422 U.S. 806 (2013).md",us.scotus.2013.john_marshall_warden.422us806,"John Marshall, Warden v. Otis Lee Rodgers",422 U.S. 806,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Johnson, Acting Warden v. Williams, 200 U.S. 321 (2013).md","2013/Johnson, Acting Warden v. Williams, 200 U.S. 321 (2013).md",us.scotus.2013.johnson_acting_warden.200us321,"Johnson, Acting Warden v. Williams",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Jonathan Edward Boyer v. Louisiana on Writ of, 407 U.S. 514 (2013).md","2013/Jonathan Edward Boyer v. Louisiana on Writ of, 407 U.S. 514 (2013).md",us.scotus.2013.jonathan_edward_boyer_petitioner.407us514,Jonathan Edward Boyer v. Louisiana on Writ of,407 U.S. 514,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Kansas v. Cheever, 200 U.S. 321 (2013).md","2013/Kansas v. Cheever, 200 U.S. 321 (2013).md",us.scotus.2013.kansas.200us321,Kansas v. Cheever,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Kirtsaeng, Dba Bluechristine99 v. John Wiley & Sons, Inc, 200 U.S. 321 (2013).md","2013/Kirtsaeng, Dba Bluechristine99 v. John Wiley & Sons, Inc, 200 U.S. 321 (2013).md",us.scotus.2013.kirtsaeng_dba_bluechristine99.200us321,"Kirtsaeng, Dba Bluechristine99 v. John Wiley & Sons, Inc",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Koontz v. St. Johns River Water Management District, 200 U.S. 321 (2013).md","2013/Koontz v. St. Johns River Water Management District, 200 U.S. 321 (2013).md",us.scotus.2013.koontz.200us321,Koontz v. St. Johns River Water Management District,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Levin v. United States et al, 200 U.S. 321 (2013) [us.scotus.2013.levin.200us321].md","2013/Levin v. United States et al, 200 U.S. 321 (2013).md",us.scotus.2013.levin.200us321,Levin v. United States et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Lisa Madigan, et al. v. Harvey N. Levin on Writ of, 571 U.S. ____ (2013).md","2013/Lisa Madigan, et al. v. Harvey N. Levin on Writ of, 571 U.S. ____ (2013).md",us.scotus.2013.lisa_madigan_et_al_petitioners.12872,"Lisa Madigan, et al. v. Harvey N. Levin on Writ of",571 U.S. ____,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Lloyd Rapelje v. Tyrik Mcclellan, 501 U.S. 722 (2013).md","2013/Lloyd Rapelje v. Tyrik Mcclellan, 501 U.S. 722 (2013).md",us.scotus.2013.lloyd_rapelje.501us722,Lloyd Rapelje v. Tyrik Mcclellan,501 U.S. 722,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Los Angeles County Flood Control Dist. v. Natural Resources Defense Council, Inc, 200 U.S. 321 (2013).md","2013/Los Angeles County Flood Control Dist. v. Natural Resources Defense Council, Inc, 200 U.S. 321 (2013).md",us.scotus.2013.11_460.200us321,"Los Angeles County Flood Control Dist. v. Natural Resources Defense Council, Inc",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Lozman v. City of Riviera Beach, Florida, 200 U.S. 321 (2013).md","2013/Lozman v. City of Riviera Beach, Florida, 200 U.S. 321 (2013).md",us.scotus.2013.lozman.200us321,"Lozman v. City of Riviera Beach, Florida",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Maracich et al. v. Spears et al, 200 U.S. 321 (2013) [us.scotus.2013.maracich_et_al.200us321].md","2013/Maracich et al. v. Spears et al, 200 U.S. 321 (2013).md",us.scotus.2013.maracich_et_al.200us321,Maracich et al. v. Spears et al,200 U.S. 321,2013,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Mario Dion Woodward v. Alabama, 408 U.S. 238 (2013).md","2013/Mario Dion Woodward v. Alabama, 408 U.S. 238 (2013).md",us.scotus.2013.mario_dion_woodward.408us238,Mario Dion Woodward v. Alabama,408 U.S. 238,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Marx v. General Revenue Corp, 200 U.S. 321 (2013).md","2013/Marx v. General Revenue Corp, 200 U.S. 321 (2013).md",us.scotus.2013.marx.200us321,Marx v. General Revenue Corp,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Maryland v. King, 200 U.S. 321 (2013).md","2013/Maryland v. King, 200 U.S. 321 (2013).md",us.scotus.2013.maryland.200us321,Maryland v. King,200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Mcburney et al. v. Young, Deputy Commissioner and Director, Virginia Division of Child Support Enforcement, 200 U.S. 321 (2013).md","2013/Mcburney et al. v. Young, Deputy Commissioner and Director, Virginia Division of Child Support Enforcement, 200 U.S. 321 (2013).md",us.scotus.2013.mcburney_et_al.200us321,"Mcburney et al. v. Young, Deputy Commissioner and Director, Virginia Division of Child Support Enforcement",200 U.S. 321,2013,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2013/Mcquiggin, Warden v. Perkins, 200 U.S. 321 (2013).md","2013/Mcquiggin, Warden v. Perkins, 200 U.S. 321 (2013).md",us.scotus.2013.mcquiggin_warden.200us321,"Mcquiggin, Warden v. Perkins",200 U.S. 321,2013,False
